Cluster_Key,Company,Paint_Name,Cluster_Status,Cluster_Size,Rows_With_Color,Rows_Missing_Color,Product_Lines,Paint_Types,Paint_IDs,Missing_Paint_IDs,Example_Hex,Example_RGB,Example_Source_Paint_ID,Recommended_Action
army painter|gothic blue,Army Painter,Gothic Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_GOTHIC_BLUE,AP_FANATIC_GOTHIC_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|great hall grey,Army Painter,Great Hall Grey,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_GREAT_HALL_GREY,AP_FANATIC_GREAT_HALL_GREY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|greedy gold,Army Painter,Greedy Gold,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Air Metallic/Effect | Metallic,AP_AIR_GREEDY_GOLD | AP_FANATIC_GREEDY_GOLD,AP_AIR_GREEDY_GOLD | AP_FANATIC_GREEDY_GOLD,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|green tone,Army Painter,Green Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_GREEN_TONE,AP_FANATIC_GREEN_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|gremlin green,Army Painter,Gremlin Green,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_GREMLIN_GREEN,AP_AIR_GREMLIN_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|grey castle,Army Painter,Grey Castle,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_GREY_CASTLE,AP_FANATIC_GREY_CASTLE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|grotesque green,Army Painter,Grotesque Green,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_GROTESQUE_GREEN,AP_FANATIC_GROTESQUE_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|guardian green,Army Painter,Guardian Green,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_GUARDIAN_GREEN,AP_FANATIC_GUARDIAN_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|hazardous smog,Army Painter,Hazardous Smog,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_HAZARDOUS_SMOG,AP_AIR_HAZARDOUS_SMOG,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|hexed violet,Army Painter,Hexed Violet,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_HEXED_VIOLET,AP_FANATIC_HEXED_VIOLET,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|hoard bronze,Army Painter,Hoard Bronze,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint Metallic,AP_SPEEDPAINT_HOARD_BRONZE,AP_SPEEDPAINT_HOARD_BRONZE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|hobgoblin hue,Army Painter,Hobgoblin Hue,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_HOBGOBLIN_HUE,AP_AIR_HOBGOBLIN_HUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|hoplite gold,Army Painter,Hoplite Gold,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint Metallic,AP_SPEEDPAINT_HOPLITE_GOLD,AP_SPEEDPAINT_HOPLITE_GOLD,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|hot pink,Army Painter,Hot Pink,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_HOT_PINK,AP_AIR_HOT_PINK,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|husk brown,Army Painter,Husk Brown,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_HUSK_BROWN,AP_AIR_HUSK_BROWN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|ice yellow,Army Painter,Ice Yellow,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_ICE_YELLOW,AP_FANATIC_ICE_YELLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|imp yellow,Army Painter,Imp Yellow,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_IMP_YELLOW,AP_AIR_IMP_YELLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|imperial navy,Army Painter,Imperial Navy,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_IMPERIAL_NAVY,AP_FANATIC_IMPERIAL_NAVY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|impish rouge,Army Painter,Impish Rouge,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_IMPISH_ROUGE,AP_FANATIC_IMPISH_ROUGE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|incursion orange,Army Painter,Incursion Orange,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_INCURSION_ORANGE,AP_AIR_INCURSION_ORANGE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|inner light,Army Painter,Inner Light,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_INNER_LIGHT,AP_FANATIC_INNER_LIGHT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|ionic blue,Army Painter,Ionic Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_IONIC_BLUE,AP_AIR_IONIC_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|iron wolf,Army Painter,Iron Wolf,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air Metallic/Effect,AP_AIR_IRON_WOLF,AP_AIR_IRON_WOLF,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|jasper skin,Army Painter,Jasper Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_JASPER_SKIN,AP_FANATIC_JASPER_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|kraken lavender,Army Painter,Kraken Lavender,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_KRAKEN_LAVENDER,AP_FANATIC_KRAKEN_LAVENDER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|leafy green,Army Painter,Leafy Green,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_LEAFY_GREEN,AP_FANATIC_LEAFY_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|legendary red,Army Painter,Legendary Red,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_LEGENDARY_RED,AP_FANATIC_LEGENDARY_RED,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|lens flare glow,Army Painter,Lens Flare Glow,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_LENS_FLARE_GLOW,AP_FANATIC_LENS_FLARE_GLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|leopard stone skin,Army Painter,Leopard Stone Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_LEOPARD_STONE_SKIN,AP_FANATIC_LEOPARD_STONE_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|leviathan light,Army Painter,Leviathan Light,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_LEVIATHAN_LIGHT,AP_AIR_LEVIATHAN_LIGHT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|light tone,Army Painter,Light Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_LIGHT_TONE,AP_FANATIC_LIGHT_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|magecast magenta,Army Painter,Magecast Magenta,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MAGECAST_MAGENTA,AP_FANATIC_MAGECAST_MAGENTA,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|magenta tone,Army Painter,Magenta Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_MAGENTA_TONE,AP_FANATIC_MAGENTA_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|magnolia brown,Army Painter,Magnolia Brown,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_MAGNOLIA_BROWN,AP_AIR_MAGNOLIA_BROWN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|majestic fortress,Army Painter,Majestic Fortress,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_MAJESTIC_FORTRESS,AP_AIR_MAJESTIC_FORTRESS,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|marine mist,Army Painter,Marine Mist,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MARINE_MIST,AP_FANATIC_MARINE_MIST,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|matt black primer,Army Painter,Matt Black Primer,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Primer,AP_AIR_MATT_BLACK_PRIMER,AP_AIR_MATT_BLACK_PRIMER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|matt grey primer,Army Painter,Matt Grey Primer,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Primer,AP_AIR_MATT_GREY_PRIMER,AP_AIR_MATT_GREY_PRIMER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|matt varnish,Army Painter,Matt Varnish,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Auxiliary,AP_AIR_MATT_VARNISH | AP_FANATIC_MATT_VARNISH,AP_AIR_MATT_VARNISH | AP_FANATIC_MATT_VARNISH,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|matt white primer,Army Painter,Matt White Primer,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Primer,AP_AIR_MATT_WHITE_PRIMER,AP_AIR_MATT_WHITE_PRIMER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|medieval forest,Army Painter,Medieval Forest,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MEDIEVAL_FOREST,AP_FANATIC_MEDIEVAL_FOREST,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|meteor rock,Army Painter,Meteor Rock,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_METEOR_ROCK,AP_AIR_METEOR_ROCK,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|military shade,Army Painter,Military Shade,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_MILITARY_SHADE,AP_FANATIC_MILITARY_SHADE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|militia green,Army Painter,Militia Green,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_MILITIA_GREEN,AP_AIR_MILITIA_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|mithril,Army Painter,Mithril,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Metallic,AP_FANATIC_MITHRIL,AP_FANATIC_MITHRIL,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|mocca skin,Army Painter,Mocca Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MOCCA_SKIN,AP_FANATIC_MOCCA_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|moldy wine,Army Painter,Moldy Wine,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MOLDY_WINE,AP_FANATIC_MOLDY_WINE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|molten lava,Army Painter,Molten Lava,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MOLTEN_LAVA,AP_FANATIC_MOLTEN_LAVA,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|molten orange,Army Painter,Molten Orange,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_MOLTEN_ORANGE,AP_AIR_MOLTEN_ORANGE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|moonstone skin,Army Painter,Moonstone Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MOONSTONE_SKIN,AP_FANATIC_MOONSTONE_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|mossy green,Army Painter,Mossy Green,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MOSSY_GREEN,AP_FANATIC_MOSSY_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|mulled berry,Army Painter,Mulled Berry,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_MULLED_BERRY,AP_FANATIC_MULLED_BERRY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|neon yellow,Army Painter,Neon Yellow,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_NEON_YELLOW,AP_AIR_NEON_YELLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|neptune glow,Army Painter,Neptune Glow,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_NEPTUNE_GLOW,AP_FANATIC_NEPTUNE_GLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|night scales,Army Painter,Night Scales,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_NIGHT_SCALES,AP_AIR_NIGHT_SCALES,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|night sky,Army Painter,Night Sky,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_NIGHT_SKY,AP_FANATIC_NIGHT_SKY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|nomad flesh,Army Painter,Nomad Flesh,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_NOMAD_FLESH,AP_AIR_NOMAD_FLESH,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|obsidian skin,Army Painter,Obsidian Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_OBSIDIAN_SKIN,AP_FANATIC_OBSIDIAN_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|ocean depths,Army Painter,Ocean Depths,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_OCEAN_DEPTHS,AP_AIR_OCEAN_DEPTHS,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|oil stains,Army Painter,Oil Stains,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_OIL_STAINS,AP_FANATIC_OIL_STAINS,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|olive drab,Army Painter,Olive Drab,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_OLIVE_DRAB,AP_FANATIC_OLIVE_DRAB,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|omega blue,Army Painter,Omega Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_OMEGA_BLUE,AP_AIR_OMEGA_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|onyx skin,Army Painter,Onyx Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_ONYX_SKIN,AP_FANATIC_ONYX_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|oozing vomit,Army Painter,Oozing Vomit,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_OOZING_VOMIT,AP_FANATIC_OOZING_VOMIT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|opal skin,Army Painter,Opal Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_OPAL_SKIN,AP_FANATIC_OPAL_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|orange magma,Army Painter,Orange Magma,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_ORANGE_MAGMA,AP_AIR_ORANGE_MAGMA,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|orange tone,Army Painter,Orange Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_ORANGE_TONE,AP_FANATIC_ORANGE_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|pale sand,Army Painter,Pale Sand,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PALE_SAND,AP_FANATIC_PALE_SAND,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|paratrooper tan,Army Painter,Paratrooper Tan,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PARATROOPER_TAN,AP_FANATIC_PARATROOPER_TAN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|pastel lavender,Army Painter,Pastel Lavender,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint,AP_SPEEDPAINT_PASTEL_LAVENDER,AP_SPEEDPAINT_PASTEL_LAVENDER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|patagon pine,Army Painter,Patagon Pine,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PATAGON_PINE,AP_FANATIC_PATAGON_PINE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|pearl skin,Army Painter,Pearl Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PEARL_SKIN,AP_FANATIC_PEARL_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|pestilent flesh,Army Painter,Pestilent Flesh,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_PESTILENT_FLESH,AP_AIR_PESTILENT_FLESH,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|phalanx blue,Army Painter,Phalanx Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PHALANX_BLUE,AP_FANATIC_PHALANX_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|phantasmal blue,Army Painter,Phantasmal Blue,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_PHANTASMAL_BLUE,AP_AIR_PHANTASMAL_BLUE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|pharaoh guard,Army Painter,Pharaoh Guard,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PHARAOH_GUARD,AP_FANATIC_PHARAOH_GUARD,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|pink potion,Army Painter,Pink Potion,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PINK_POTION,AP_FANATIC_PINK_POTION,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|plasma coil glow,Army Painter,Plasma Coil Glow,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_PLASMA_COIL_GLOW,AP_FANATIC_PLASMA_COIL_GLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|plasmatic bolt,Army Painter,Plasmatic Bolt,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint,AP_SPEEDPAINT_PLASMATIC_BOLT,AP_SPEEDPAINT_PLASMATIC_BOLT,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|plate mail metal,Army Painter,Plate Mail Metal,ENTIRE_CLUSTER_MISSING,2,0,2,Air | Fanatic,Air Metallic/Effect | Metallic,AP_AIR_PLATE_MAIL_METAL | AP_FANATIC_PLATE_MAIL_METAL,AP_AIR_PLATE_MAIL_METAL | AP_FANATIC_PLATE_MAIL_METAL,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|polished silver,Army Painter,Polished Silver,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint Metallic,AP_SPEEDPAINT_POLISHED_SILVER,AP_SPEEDPAINT_POLISHED_SILVER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|potion green,Army Painter,Potion Green,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_POTION_GREEN,AP_AIR_POTION_GREEN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|power node glow,Army Painter,Power Node Glow,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_POWER_NODE_GLOW,AP_FANATIC_POWER_NODE_GLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|prairie ochre,Army Painter,Prairie Ochre,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_PRAIRIE_OCHRE,AP_FANATIC_PRAIRIE_OCHRE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|psychic shock,Army Painter,Psychic Shock,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_PSYCHIC_SHOCK,AP_AIR_PSYCHIC_SHOCK,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|purple swarm,Army Painter,Purple Swarm,ENTIRE_CLUSTER_MISSING,1,0,1,Speedpaint,Speedpaint,AP_SPEEDPAINT_PURPLE_SWARM,AP_SPEEDPAINT_PURPLE_SWARM,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|purple tone,Army Painter,Purple Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_PURPLE_TONE,AP_FANATIC_PURPLE_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|quartz skin,Army Painter,Quartz Skin,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_QUARTZ_SKIN,AP_FANATIC_QUARTZ_SKIN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|radiation glow,Army Painter,Radiation Glow,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Effect,AP_FANATIC_RADIATION_GLOW,AP_FANATIC_RADIATION_GLOW,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|raging rose,Army Painter,Raging Rose,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_RAGING_ROSE,AP_FANATIC_RAGING_ROSE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|raging rouge,Army Painter,Raging Rouge,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_RAGING_ROUGE,AP_FANATIC_RAGING_ROUGE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|rainforest,Army Painter,Rainforest,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_RAINFOREST,AP_FANATIC_RAINFOREST,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|raven black,Army Painter,Raven Black,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_RAVEN_BLACK,AP_AIR_RAVEN_BLACK,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|rawhide brown,Army Painter,Rawhide Brown,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_RAWHIDE_BROWN,AP_AIR_RAWHIDE_BROWN,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|rebel red,Army Painter,Rebel Red,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_REBEL_RED,AP_AIR_REBEL_RED,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|red copper,Army Painter,Red Copper,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Metallic,AP_FANATIC_RED_COPPER,AP_FANATIC_RED_COPPER,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|red tone,Army Painter,Red Tone,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Wash/Shade,AP_FANATIC_RED_TONE,AP_FANATIC_RED_TONE,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|regiment grey,Army Painter,Regiment Grey,ENTIRE_CLUSTER_MISSING,1,0,1,Air,Air,AP_AIR_REGIMENT_GREY,AP_AIR_REGIMENT_GREY,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
army painter|resplendent red,Army Painter,Resplendent Red,ENTIRE_CLUSTER_MISSING,1,0,1,Fanatic,Acrylic,AP_FANATIC_RESPLENDENT_RED,AP_FANATIC_RESPLENDENT_RED,,,,"Research this color once, then apply Hex/RGB to every row in the cluster if product lines represent the same color."
